,X
288,11.477900052091321
289,8.277787610640457
290,10.907893142821605
291,10.410568226444783
292,12.171874125116656
293,11.291323207826998
294,10.454342224051036
295,8.473984010227236
296,7.771572359813424
297,0.8503490810850529
298,5.745354341592861
299,9.19931041917697
